$id,event,postEvent,effect:CHR,effect:INT,effect:STR,effect:MNY,effect:SPR,effect:LIF,effect:AGE,NoRandom,include,exclude,branch[],branch[],branch[]
11451,你使用魔法棒，变身成了魔法少女。,你变强了，但从此你要履行身为魔法少女的使命……,,,80,,,,,,"(TLT?[1131])&(EVT?[10002])&(EVT?[10007,10008])",,,,
11452,你和人类看不见的怪物战斗。,,,,,,,,,,EVT?[11451],EVT?[21457],,,
11453,你守护着这个星球。,,,,,,,,,,EVT?[11451],EVT?[21457],,,
11454,你不再是少女，魔法棒离开了你寻找下一个主人。,你的魔法少女生涯结束了，魔力也都消散了，你变回了普通人。,,,,,,,,,EVT?[11451],"EVT?[21457,11454]",,,
11455,你和侵入地球的银河帝王战斗。它十分强大。,但你还是赢了。,,,,,,,,,EVT?[11456],"EVT?[11455,21457]",STR<88:10000,,
11456,一个外星人来地球宣称要统治地球，被你秒杀。,,,,,,,,,,EVT?[11451],"EVT?[11456,21457]",,,
11457,你遭到了触手女王的攻击。,你消灭了触手女王。,,,,,,,,,EVT?[11451],"EVT?[11457,21457]",INT<5:21457,,
21457,你意志力不足，被诱导恶堕了。,你变成了触手魔女，从此为女王效力。,,,,,,,,1,,,,,
11458,你在地球上肆意破坏。,,,,,,,,,,EVT?[21457],,,,
11459,你引诱其他魔法少女恶堕。,,,,,,,,,,EVT?[21457],,,,
11460,你摧毁了美国。,,,,,,,,,,EVT?[21457],EVT?[11460],,,
11461,你摧毁了英国。,,,,,,,,,,EVT?[21457],EVT?[11461],,,
11462,法国臣服在你裙下。,,,,,,,,,,EVT?[21457],EVT?[11462],,,
11463,你消灭了日本所有的男性。,,,,,,,,,,EVT?[21457],"EVT?[11463,11476]",,,
11464,你摧毁了俄罗斯。,,,,,,,,,,EVT?[21457],EVT?[11464],,,
11465,你遭遇了一个强大的魔法少女。,"你拼尽全力杀死了对方,并吸取了她的魔力。",,,88,,,,,,EVT?[21457],EVT?[11465],STR<88:10000,,
11466,一个会飞的人对你出手，他称自己是筑基期修士。,苦战后你杀死了对方。,,,,,,,,,EVT?[21457],EVT?[11466],STR<100:10000,,
11467,一个会飞的人对你出手，他称自己是渡劫期修士。,你还没看清对方怎么出手就失去了意识。,,,,,,,,,EVT?[21457],EVT?[11467],STR<2000:10000,,
11468,时光突然倒流了。,,,,,,,,-5,,TLT?[1133],,,,
11469,你突然回到了年轻的时候。,,,,,,,,-50,,TLT?[1132],EVT?[11469],,,
30001,你工作过于劳累，突然晕倒了。,,,,,,,,,,"(EVT?[11123])&(EVT?[10007,10008])",,STR<3:10000,,STR>2:30002
30002,你穿越到了异世界。,你在原先世界的人生结束了。,,,,,,-1,,1,,,,,
11470,为维护网络文明环境，日本将被和谐为月本。,,,,,,,,,,,"EVT?[11470,11476]",,,
11471,超级管理员（Admin）已被击败。,,,,,,,,,,EVT?[10010],EVT?[11471],,,
11472,4月10号，一些兄弟们失去了家园，只留下了那段话，暗号不变，江湖再见，滴，滴滴。天王盖地虎……,,,,,,,,,,EVT?[10010],EVT?[11472],,,
11473,据一位资深游戏制作者透露：某游戏的第六代作品正在紧密制作当中，他们已经建好了文件夹，确定消息可靠。,,,,,,,,,,EVT?[10010],EVT?[11473],,,
11474,湾区程序员建国，禁止变更需求被列入宪法。,,,,,,,,,,,EVT?[11474],,,
11475,你去听了一场电子管风琴音乐会，感觉自己的洪荒之力正在觉醒,,,,1,,,,,,(MNY>7)&(EVT?[10010]),EVT?[11475],,,
11476,小日子过得不错的国家认祖归宗，归化为恒桑省。,,,,,,,,,,,"EVT?[11476,11497,11498]",,,
11477,某孙姓漫画家沉迷摸鱼，最终放弃漫画。意外中奖一亿后，醒来发现是做梦。,,,,,,,,,,EVT?[10009],EVT?[11477],,,
11478,某网红天天忙于相亲，导致粉丝不满，最终不得不公开宣布自己转投独身主义。,,,,,,,,,,EVT?[10009],EVT?[11478],,,
11479,可以自主发明的发明机被发明，奇怪的发明充斥世界，引发了灾难。,,,,,,,,,,EVT?[10010],EVT?[11479],,,
11480,国足夺得世界杯。,,,,,,,,,,,EVT?[11480],,,
11481,虚拟偶像王加然在一次直播中宣布与同事杜向碗成为恋人。,,,,,,,,,,EVT?[10010],EVT?[11481],,,
11482,民间一款名为“人生重开模拟器”的游戏正在兴起，引起热议。,,,,,,,,,,EVT?[10009],EVT?[11482],,,
11483,一位打气球摊老板被发现竟是地下军火大亨。,,,,,,,,,,EVT?[10011],EVT?[11483],,,
11484,人类发现宜居类地行星，被命名为不吃香菜星27号。,,,,,,,,,,,EVT?[11484],,,
11485,有科研组织宣称，人类有能力重塑大自然食物网，创造一个没有食肉动物的新生态平衡。大概需要一万年到一千万年。,,,,,,,,,,,EVT?[11485],,,
11486,股市大涨，P股直冲一万点。,,,,,,,,,,EVT?[10010],EVT?[11486],,,
11487,人类首次3D打印月球。从此天上有了两个月亮。,,,,,,,,,,,EVT?[11487],,,
11488,受气候影响，一只野猪撞死了一只帝王蟹。,,,,,,,,,,EVT?[10009],EVT?[11488],,,
11489,世界上首个没有婚姻的国家出现了。,,,,,,,,,,,EVT?[11489],,,
11490,国内独立游戏工作室联盟制作的3A游戏大作斩获TAG年度游戏。,,,,,,,,,,EVT?[10010],EVT?[11490],,,
11491,国乒在对外星人的比赛中完胜对手，为星系外交做出巨大贡献。,,,,,,,,,,"EVT?[10090,10700]",EVT?[11491],,,
11492,你被无人驾驶车撞伤了，获得大量赔偿。,,,,,2,,,,,EVT?[10010],EVT?[11492],,,
11493,马斯克宣布特斯拉进军颜色领域，用户授权后可以直接通过车内摄像头进行录制和发布。,,,,,,,,,,EVT?[10009],EVT?[11493],,,
11494,火星宣称即将登陆朝鲜。,,,,,,,,,,EVT?[10009],EVT?[11494],,,
11495,首个禁止迫害程序员法案生效。,,,,,,,,,,EVT?[10010],EVT?[11495],,,
11496,越南宣布毒品合法化，因为可以给国家创造大量税收，提供大量工作岗位。,,,,,,,,,,EVT?[10009],EVT?[11496],,,
11497,外星舰队造访，观看东京奥运会开幕式后连夜逃离地球。,,,,,,,,,,,"EVT?[11497,11476,11491]",,,
11498,日本大量居民因核废水变异，为防止病毒传播美国向日本抛下两颗原子弹。,,,,,,,,,,EVT?[10009],"EVT?[11476,11498]",,,
11499,考古队在蒙古一带发掘出一具东晋时期马的遗骨，专家指出马的主人正是晋元帝司马睿。,,,,,,,,,,EVT?[10010],EVT?[11499],,,
11500,路过空地，被打羽毛球的大妈一记旋风扣杀打晕了过去。,,,,-1,,,,,,(EVT?[10010])&(STR<4),EVT?[11500],,,
11501,国家降低游戏版号限制，太爷爷生前在等的游戏终于发售了。,,,,,,,,,,(EVT?[10010])&(MNY>4),EVT?[11501],,,
11502,为防范星际入侵和核事故带来的变异生物，几大国牵头成立地球和平联合组织。,,,,,,,,,,EVT?[10010],EVT?[11502],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
